Datetime,FVG_Type,FVG_Lo,FVG_Hi,FVG_Mid,Width_Pips,Displacement_Pips
2024-11-06 00:00:00,BEARISH,1.0798,1.09146,1.08563,116.7,191.4
2024-11-07 04:00:00,BULLISH,1.07446,1.07504,1.07475,5.8,11.6
2024-11-07 12:00:00,BULLISH,1.07735,1.07759,1.07747,2.3,54.7
2024-11-08 12:00:00,BEARISH,1.07527,1.07643,1.07585,11.6,34.8
2024-11-08 16:00:00,BEARISH,1.0725,1.07446,1.07348,19.6,33.4
2024-11-11 04:00:00,BEARISH,1.06963,1.07124,1.07044,16.0,26.4
2024-11-11 08:00:00,BEARISH,1.06667,1.06895,1.06781,22.8,29.7
2024-11-12 00:00:00,BEARISH,1.06485,1.06553,1.06519,6.8,23.8
2024-11-12 04:00:00,BEARISH,1.0636,1.06406,1.06383,4.5,5.7
2024-11-13 12:00:00,BEARISH,1.05943,1.05988,1.05966,4.5,49.6
2024-11-14 00:00:00,BEARISH,1.05574,1.05585,1.0558,1.1,17.8
2024-11-15 04:00:00,BULLISH,1.05485,1.05552,1.05519,6.7,16.7
2024-11-18 16:00:00,BULLISH,1.05775,1.05921,1.05848,14.6,17.9
2024-11-20 04:00:00,BEARISH,1.0582,1.0591,1.05865,9.0,11.2
2024-11-20 08:00:00,BEARISH,1.05697,1.05809,1.05753,11.2,23.5
2024-11-21 12:00:00,BEARISH,1.05152,1.05164,1.05158,1.1,10.0
2024-11-21 16:00:00,BEARISH,1.04888,1.0513,1.05009,24.3,26.5
2024-11-22 08:00:00,BEARISH,1.04373,1.04646,1.0451,27.3,72.1
2024-11-22 20:00:00,BULLISH,1.04275,1.04767,1.04521,49.2,8.7
2024-11-25 00:00:00,BULLISH,1.04232,1.04537,1.04384,30.5,1.1
2024-11-27 04:00:00,BULLISH,1.04976,1.04987,1.04981,1.1,17.6
2024-11-27 08:00:00,BULLISH,1.05064,1.05241,1.05153,17.7,29.8
2024-11-27 12:00:00,BULLISH,1.05407,1.05585,1.05496,17.8,45.7
2024-11-28 00:00:00,BEARISH,1.05608,1.0563,1.05619,2.2,11.2
2024-11-28 20:00:00,BULLISH,1.05597,1.05608,1.05602,1.1,4.5
2024-11-29 00:00:00,BULLISH,1.05652,1.05686,1.05669,3.3,13.4
2024-11-29 16:00:00,BULLISH,1.05708,1.05809,1.05759,10.1,19.0
2024-12-02 00:00:00,BEARISH,1.05396,1.05809,1.05603,41.3,21.1
2024-12-05 00:00:00,BULLISH,1.05197,1.05208,1.05202,1.1,10.0
2024-12-05 12:00:00,BULLISH,1.05485,1.05608,1.05546,12.3,34.5
2024-12-09 16:00:00,BEARISH,1.05597,1.05608,1.05602,1.1,36.9
2024-12-10 08:00:00,BEARISH,1.05363,1.05496,1.0543,13.3,18.9
2024-12-11 04:00:00,BEARISH,1.05141,1.05307,1.05224,16.6,37.6
2024-12-13 08:00:00,BULLISH,1.04679,1.04855,1.04767,17.6,29.6
2024-12-13 20:00:00,BULLISH,1.05075,1.05119,1.05097,4.4,5.5
2024-12-17 04:00:00,BEARISH,1.0502,1.05141,1.05081,12.1,16.6
2024-12-18 16:00:00,BEARISH,1.03831,1.04745,1.04288,91.4,96.8
2024-12-19 04:00:00,BULLISH,1.03928,1.03939,1.03934,1.1,18.4
2024-12-19 12:00:00,BEARISH,1.03864,1.03939,1.03902,7.6,19.4
2024-12-19 16:00:00,BEARISH,1.03713,1.03799,1.03756,8.6,18.3
2024-12-20 04:00:00,BULLISH,1.03702,1.03788,1.03745,8.6,22.6
2024-12-20 08:00:00,BULLISH,1.03875,1.03896,1.03885,2.2,10.8
2024-12-20 16:00:00,BULLISH,1.0421,1.04264,1.04237,5.4,47.8
2024-12-23 04:00:00,BEARISH,1.04221,1.04297,1.04259,7.6,26.1
2024-12-23 08:00:00,BEARISH,1.04112,1.04145,1.04129,3.3,15.2
2024-12-24 00:00:00,BEARISH,1.04004,1.04047,1.04026,4.3,13.0
2024-12-25 20:00:00,BEARISH,1.04069,1.04102,1.04085,3.2,5.4
2024-12-26 12:00:00,BULLISH,1.04058,1.04091,1.04075,3.3,9.8
2024-12-26 16:00:00,BULLISH,1.04178,1.04199,1.04188,2.2,9.8
2024-12-30 12:00:00,BEARISH,1.04091,1.04134,1.04112,4.3,68.4
2024-12-31 12:00:00,BEARISH,1.03648,1.04091,1.0387,44.2,59.3
2025-01-02 00:00:00,BULLISH,1.03627,1.03638,1.03632,1.1,20.4
2025-01-02 08:00:00,BEARISH,1.0337,1.03638,1.03504,26.8,34.3
2025-01-02 12:00:00,BEARISH,1.02785,1.03189,1.02987,40.3,58.4
2025-01-02 16:00:00,BEARISH,1.02722,1.02775,1.02749,5.3,25.3
2025-01-06 04:00:00,BULLISH,1.0321,1.03295,1.03252,8.5,11.7
2025-01-06 08:00:00,BULLISH,1.03306,1.03605,1.03456,30.0,93.7
2025-01-07 04:00:00,BULLISH,1.0395,1.04069,1.0401,11.9,20.6
2025-01-07 12:00:00,BEARISH,1.0381,1.04069,1.03939,25.9,44.3
2025-01-07 16:00:00,BEARISH,1.03584,1.03605,1.03595,2.1,18.3
2025-01-08 04:00:00,BEARISH,1.03413,1.03445,1.03429,3.2,17.1
2025-01-08 08:00:00,BEARISH,1.03114,1.03327,1.03221,21.3,38.3
2025-01-10 12:00:00,BEARISH,1.02533,1.02955,1.02744,42.2,50.7
2025-01-13 00:00:00,BEARISH,1.0227,1.02396,1.02333,12.6,29.3
2025-01-13 20:00:00,BULLISH,1.02239,1.02417,1.02328,17.8,56.6
2025-01-14 12:00:00,BULLISH,1.02754,1.02817,1.02785,6.3,39.1
2025-01-14 16:00:00,BULLISH,1.02965,1.02997,1.02981,3.2,4.2
2025-01-20 00:00:00,BULLISH,1.02838,1.03029,1.02934,19.1,23.3
2025-01-20 12:00:00,BULLISH,1.03284,1.03573,1.03429,28.9,74.1
2025-01-21 00:00:00,BEARISH,1.04004,1.04102,1.04053,9.7,33.6
2025-01-21 12:00:00,BULLISH,1.03756,1.04015,1.03885,25.9,48.5
2025-01-24 00:00:00,BULLISH,1.04319,1.0446,1.0439,14.2,32.7
2025-01-24 04:00:00,BULLISH,1.04559,1.04624,1.04592,6.6,15.3
2025-01-24 20:00:00,BEARISH,1.04811,1.04954,1.04882,14.3,3.3
2025-01-27 00:00:00,BEARISH,1.04734,1.0491,1.04822,17.6,0.0
2025-01-27 08:00:00,BULLISH,1.04734,1.04965,1.04849,23.1,53.9
2025-01-27 20:00:00,BEARISH,1.04581,1.04844,1.04712,26.3,47.1
2025-01-30 20:00:00,BEARISH,1.04047,1.04134,1.04091,8.7,31.5
2025-01-31 20:00:00,BEARISH,1.02669,1.03681,1.03175,101.1,15.1
2025-02-03 00:00:00,BEARISH,1.02543,1.03541,1.03042,99.8,23.0
2025-02-03 12:00:00,BULLISH,1.02575,1.02775,1.02675,20.0,61.4
2025-02-04 08:00:00,BULLISH,1.03199,1.03231,1.03215,3.2,7.5
2025-02-04 12:00:00,BULLISH,1.0352,1.03702,1.03611,18.3,56.8
2025-02-05 04:00:00,BULLISH,1.03885,1.03928,1.03907,4.3,22.7
2025-02-05 20:00:00,BEARISH,1.04069,1.0408,1.04075,1.1,5.4
2025-02-06 00:00:00,BEARISH,1.03961,1.04004,1.03983,4.3,8.7
2025-02-06 04:00:00,BEARISH,1.03831,1.03928,1.0388,9.7,10.8
2025-02-06 08:00:00,BEARISH,1.03788,1.0381,1.03799,2.2,15.1
2025-02-06 16:00:00,BULLISH,1.03788,1.03842,1.03815,5.4,15.1
2025-02-07 12:00:00,BEARISH,1.03573,1.03799,1.03686,22.6,28.0
2025-02-11 08:00:00,BULLISH,1.03135,1.03199,1.03167,6.4,17.0
2025-02-11 12:00:00,BULLISH,1.03274,1.03423,1.03349,15.0,18.2
2025-02-11 16:00:00,BULLISH,1.03455,1.03605,1.0353,15.0,19.3
2025-02-12 16:00:00,BULLISH,1.03821,1.03842,1.03831,2.2,16.2
2025-02-13 00:00:00,BULLISH,1.04004,1.0421,1.04107,20.6,26.0
2025-02-13 20:00:00,BULLISH,1.04471,1.0457,1.04521,9.8,24.0
2025-02-14 12:00:00,BULLISH,1.0491,1.04976,1.04943,6.6,42.9
2025-02-18 00:00:00,BEARISH,1.04712,1.04778,1.04745,6.6,22.0
2025-02-19 08:00:00,BEARISH,1.04428,1.04515,1.04471,8.7,27.3
2025-02-20 08:00:00,BULLISH,1.04362,1.04373,1.04368,1.1,5.4
2025-02-20 12:00:00,BULLISH,1.04493,1.04679,1.04586,18.6,35.0
2025-02-20 16:00:00,BULLISH,1.04778,1.04987,1.04882,20.9,28.6
2025-02-21 20:00:00,BULLISH,1.04701,1.04756,1.04729,5.5,1.1
2025-02-24 00:00:00,BULLISH,1.04668,1.04899,1.04783,23.1,46.3
2025-02-24 08:00:00,BEARISH,1.04778,1.04899,1.04838,12.1,20.9
2025-02-25 08:00:00,BULLISH,1.04822,1.0491,1.04866,8.8,27.4
2025-02-26 00:00:00,BEARISH,1.05075,1.05119,1.05097,4.4,15.5
2025-02-27 12:00:00,BEARISH,1.04199,1.04734,1.04467,53.5,63.3
2025-02-27 16:00:00,BEARISH,1.04112,1.04123,1.04118,1.1,11.9
2025-02-28 16:00:00,BEARISH,1.0381,1.04004,1.03907,19.4,31.3
2025-03-03 00:00:00,BULLISH,1.0381,1.04047,1.03929,23.8,7.6
2025-03-03 08:00:00,BULLISH,1.04232,1.0457,1.04401,33.8,49.0
2025-03-03 12:00:00,BULLISH,1.04592,1.04767,1.04679,17.5,29.6
2025-03-04 16:00:00,BULLISH,1.05619,1.06067,1.05843,44.8,74.8
2025-03-04 20:00:00,BULLISH,1.06045,1.06056,1.0605,1.1,19.2
2025-03-05 04:00:00,BULLISH,1.06281,1.06633,1.06457,35.1,54.4
2025-03-05 08:00:00,BULLISH,1.06769,1.06838,1.06803,6.8,6.8
2025-03-05 12:00:00,BULLISH,1.07239,1.07654,1.07446,41.6,84.0
2025-03-05 16:00:00,BULLISH,1.0777,1.07887,1.07828,11.6,27.9
2025-03-07 04:00:00,BULLISH,1.08167,1.08307,1.08237,14.1,23.4
2025-03-11 04:00:00,BULLISH,1.08637,1.08861,1.08749,22.5,39.0
2025-03-11 20:00:00,BEARISH,1.09182,1.09218,1.092,3.6,6.0
2025-03-12 00:00:00,BEARISH,1.09111,1.09135,1.09123,2.4,16.7
2025-03-14 08:00:00,BULLISH,1.08542,1.08696,1.08619,15.3,56.7
2025-03-18 16:00:00,BULLISH,1.09361,1.09421,1.09391,6.0,20.3
2025-03-19 00:00:00,BEARISH,1.09409,1.09421,1.09415,1.2,0.0
2025-03-19 04:00:00,BEARISH,1.09135,1.09349,1.09242,21.5,46.5
2025-03-20 04:00:00,BEARISH,1.08873,1.09075,1.08974,20.2,29.7
2025-03-20 08:00:00,BEARISH,1.08566,1.08696,1.08631,13.0,29.5
2025-03-21 00:00:00,BEARISH,1.08448,1.08519,1.08483,7.1,22.4
2025-03-24 12:00:00,BEARISH,1.08155,1.08319,1.08237,16.4,36.3
2025-03-25 16:00:00,BEARISH,1.0798,1.08015,1.07997,3.5,8.2
2025-03-26 16:00:00,BEARISH,1.07608,1.07712,1.0766,10.4,31.3
2025-03-28 12:00:00,BULLISH,1.0798,1.08155,1.08067,17.5,51.3
2025-04-02 12:00:00,BULLISH,1.0812,1.08507,1.08313,38.7,63.3
2025-04-03 04:00:00,BULLISH,1.09266,1.09505,1.09385,23.9,76.8
2025-04-03 08:00:00,BULLISH,1.09926,1.10436,1.10181,51.0,58.3
2025-04-07 12:00:00,BEARISH,1.09517,1.09529,1.09523,1.2,33.5
2025-04-08 00:00:00,BULLISH,1.09469,1.09589,1.09529,12.0,53.9
2025-04-08 20:00:00,BULLISH,1.09685,1.09697,1.09691,1.2,14.4
2025-04-09 00:00:00,BULLISH,1.09806,1.10169,1.09987,36.3,53.2
2025-04-09 16:00:00,BEARISH,1.09745,1.10314,1.1003,56.9,78.7
2025-04-10 08:00:00,BULLISH,1.09975,1.10717,1.10346,74.3,92.5
2025-04-10 12:00:00,BULLISH,1.10828,1.1162,1.11224,79.2,102.9
2025-04-11 00:00:00,BULLISH,1.12372,1.12524,1.12448,15.2,63.5
2025-04-16 00:00:00,BULLISH,1.1302,1.13289,1.13154,26.9,37.1
2025-04-16 04:00:00,BULLISH,1.13353,1.13456,1.13404,10.3,32.2
2025-04-17 00:00:00,BEARISH,1.1383,1.13856,1.13843,2.6,22.1
2025-04-18 12:00:00,BULLISH,1.13792,1.13908,1.1385,11.7,22.1
2025-04-18 20:00:00,BULLISH,1.13986,1.14377,1.14182,39.1,2.6
2025-04-21 00:00:00,BULLISH,1.14012,1.15062,1.14537,104.9,69.8
2025-04-22 12:00:00,BEARISH,1.14877,1.1489,1.14883,1.3,9.2
2025-04-22 16:00:00,BEARISH,1.14364,1.14613,1.14489,24.9,51.2
2025-04-22 20:00:00,BEARISH,1.14168,1.14273,1.1422,10.4,88.1
2025-04-24 08:00:00,BULLISH,1.13585,1.13623,1.13604,3.9,24.6
2025-04-25 00:00:00,BEARISH,1.13598,1.13817,1.13708,22.0,37.5
2025-04-28 12:00:00,BULLISH,1.13649,1.13753,1.13701,10.3,32.3
2025-04-28 16:00:00,BULLISH,1.14064,1.14155,1.1411,9.1,36.4
2025-04-29 00:00:00,BEARISH,1.14025,1.14155,1.1409,13.0,15.6
2025-05-01 00:00:00,BEARISH,1.13212,1.13225,1.13218,1.3,10.3
2025-05-02 04:00:00,BULLISH,1.13071,1.13212,1.13141,14.1,29.4
2025-05-02 16:00:00,BEARISH,1.13122,1.13161,1.13141,3.8,66.8
2025-05-05 00:00:00,BULLISH,1.13122,1.13225,1.13173,10.2,37.2
2025-05-05 16:00:00,BEARISH,1.13237,1.13366,1.13302,12.8,25.7
2025-05-07 16:00:00,BEARISH,1.13353,1.13572,1.13462,21.9,34.8
2025-05-08 16:00:00,BEARISH,1.1236,1.12816,1.12588,45.6,53.2
2025-05-09 04:00:00,BULLISH,1.12347,1.1241,1.12379,6.3,22.7
2025-05-09 20:00:00,BEARISH,1.12448,1.12562,1.12505,11.4,12.7
2025-05-12 00:00:00,BEARISH,1.12372,1.12499,1.12435,12.6,2.5
2025-05-12 04:00:00,BEARISH,1.11982,1.12271,1.12127,28.9,11.3
2025-05-12 08:00:00,BEARISH,1.11359,1.12171,1.11765,81.2,113.0
2025-05-13 00:00:00,BULLISH,1.11012,1.11025,1.11019,1.2,9.9
2025-05-13 12:00:00,BULLISH,1.11259,1.11607,1.11433,34.8,57.1
2025-05-13 16:00:00,BULLISH,1.11669,1.11869,1.11769,20.0,23.7
2025-05-14 08:00:00,BULLISH,1.12032,1.12057,1.12045,2.5,45.3
2025-05-14 16:00:00,BEARISH,1.11882,1.12057,1.1197,17.6,33.9
2025-05-15 00:00:00,BULLISH,1.11882,1.11894,1.11888,1.3,11.3
2025-05-16 12:00:00,BEARISH,1.1162,1.11919,1.1177,30.0,46.2
2025-05-16 20:00:00,BULLISH,1.1162,1.11782,1.11701,16.2,8.7
2025-05-19 00:00:00,BULLISH,1.11694,1.11807,1.11751,11.2,7.5
2025-05-19 04:00:00,BULLISH,1.1202,1.12108,1.12064,8.8,27.6
2025-05-19 08:00:00,BULLISH,1.12145,1.12461,1.12303,31.5,70.8
2025-05-20 16:00:00,BULLISH,1.12714,1.12765,1.1274,5.1,3.8
2025-05-21 00:00:00,BULLISH,1.12918,1.13237,1.13078,32.0,40.9
2025-05-22 08:00:00,BEARISH,1.13173,1.13237,1.13205,6.4,30.7
2025-05-22 12:00:00,BEARISH,1.12918,1.12943,1.12931,2.5,15.3
2025-05-23 00:00:00,BULLISH,1.12905,1.13122,1.13014,21.7,26.8
2025-05-23 20:00:00,BULLISH,1.13727,1.1374,1.13733,1.3,5.2
2025-05-26 00:00:00,BULLISH,1.13714,1.14051,1.13882,33.7,36.4
2025-05-26 08:00:00,BEARISH,1.13895,1.14051,1.13973,15.6,24.7
2025-05-26 20:00:00,BULLISH,1.13882,1.13908,1.13895,2.6,10.4
2025-05-27 04:00:00,BEARISH,1.13727,1.13908,1.13818,18.1,27.2
2025-05-28 00:00:00,BEARISH,1.13186,1.13302,1.13244,11.5,33.3
2025-05-28 12:00:00,BEARISH,1.13109,1.13122,1.13116,1.3,23.1
2025-05-28 16:00:00,BEARISH,1.13007,1.1302,1.13014,1.3,7.7
2025-05-29 00:00:00,BEARISH,1.12765,1.12918,1.12841,15.3,43.2
2025-05-29 12:00:00,BULLISH,1.12931,1.13533,1.13232,60.3,64.1
2025-05-29 16:00:00,BULLISH,1.13636,1.13649,1.13643,1.3,24.5
2025-05-30 00:00:00,BEARISH,1.13598,1.13649,1.13623,5.2,22.0
2025-05-30 04:00:00,BEARISH,1.13482,1.1352,1.13501,3.9,3.9
2025-06-02 04:00:00,BULLISH,1.13843,1.14038,1.13941,19.5,37.6
2025-06-03 00:00:00,BEARISH,1.14338,1.14351,1.14345,1.3,19.6
2025-06-03 08:00:00,BEARISH,1.14012,1.14168,1.1409,15.6,31.3
2025-06-03 12:00:00,BEARISH,1.1396,1.14012,1.13986,5.2,6.5
2025-06-04 12:00:00,BULLISH,1.14064,1.14207,1.14136,14.3,49.5
2025-06-06 12:00:00,BEARISH,1.14038,1.14142,1.1409,10.4,35.1
2025-06-09 00:00:00,BULLISH,1.14038,1.14142,1.1409,10.4,10.4
2025-06-10 08:00:00,BULLISH,1.14181,1.14233,1.14207,5.2,26.1
2025-06-11 08:00:00,BULLISH,1.1426,1.14312,1.14286,5.2,30.0
2025-06-11 12:00:00,BULLISH,1.14482,1.14797,1.1464,31.5,44.7
2025-06-11 20:00:00,BULLISH,1.15022,1.15048,1.15035,2.6,23.8
2025-06-12 00:00:00,BULLISH,1.15128,1.15141,1.15134,1.3,2.7
2025-06-12 08:00:00,BULLISH,1.1534,1.15821,1.15581,48.1,74.8
2025-06-13 00:00:00,BEARISH,1.15487,1.15714,1.156,22.7,44.2
2025-06-16 04:00:00,BULLISH,1.155,1.15714,1.15607,21.4,42.7
2025-06-16 20:00:00,BEARISH,1.15647,1.15781,1.15714,13.4,21.4
2025-06-17 12:00:00,BEARISH,1.15433,1.15513,1.15473,8.0,42.7
2025-06-17 16:00:00,BEARISH,1.14916,1.15154,1.15035,23.8,46.3
2025-06-18 00:00:00,BULLISH,1.14916,1.15009,1.14962,9.3,18.5
2025-06-19 20:00:00,BULLISH,1.14903,1.15009,1.14956,10.6,11.9
2025-06-20 00:00:00,BULLISH,1.15048,1.15181,1.15115,13.3,21.2
2025-06-20 20:00:00,BEARISH,1.15101,1.15154,1.15128,5.3,6.6
2025-06-23 12:00:00,BULLISH,1.15181,1.15247,1.15214,6.6,66.1
2025-06-23 16:00:00,BULLISH,1.15407,1.15741,1.15574,33.4,45.4
2025-06-23 20:00:00,BULLISH,1.15808,1.15902,1.15855,9.4,17.5
2025-06-24 00:00:00,BULLISH,1.16036,1.1605,1.16043,1.3,10.8
2025-06-25 12:00:00,BULLISH,1.16144,1.16212,1.16178,6.7,16.2
2025-06-25 16:00:00,BULLISH,1.16266,1.1655,1.16408,28.5,40.7
2025-06-25 20:00:00,BULLISH,1.16645,1.16673,1.16659,2.7,2.7
2025-06-26 00:00:00,BULLISH,1.16686,1.16795,1.16741,10.9,24.6
2025-06-30 16:00:00,BULLISH,1.17523,1.17758,1.1764,23.5,41.5
2025-07-01 20:00:00,BULLISH,1.17869,1.17925,1.17897,5.6,22.3
2025-07-02 04:00:00,BEARISH,1.17869,1.17925,1.17897,5.6,16.7
2025-07-03 12:00:00,BEARISH,1.17689,1.17911,1.178,22.2,41.6
2025-07-04 00:00:00,BULLISH,1.17633,1.17675,1.17654,4.2,5.5
2025-07-07 04:00:00,BEARISH,1.17606,1.17689,1.17647,8.3,12.5
2025-07-07 08:00:00,BEARISH,1.17481,1.1755,1.17516,6.9,30.3
2025-07-09 20:00:00,BULLISH,1.17206,1.17261,1.17233,5.5,12.4
2025-07-10 00:00:00,BULLISH,1.17288,1.17343,1.17316,5.5,13.8
2025-07-10 08:00:00,BEARISH,1.1733,1.17343,1.17336,1.4,2.8
2025-07-10 12:00:00,BEARISH,1.16986,1.17302,1.17144,31.6,49.3
2025-07-11 00:00:00,BEARISH,1.16877,1.16932,1.16904,5.5,34.2
2025-07-14 16:00:00,BEARISH,1.16741,1.16781,1.16761,4.1,10.9
2025-07-15 00:00:00,BULLISH,1.16741,1.16768,1.16754,2.7,8.2
2025-07-15 12:00:00,BEARISH,1.16225,1.16754,1.1649,52.9,65.2
2025-07-15 16:00:00,BEARISH,1.16077,1.16198,1.16137,12.1,14.8
2025-07-16 00:00:00,BULLISH,1.16077,1.16117,1.16097,4.0,5.4
2025-07-16 16:00:00,BULLISH,1.16239,1.16252,1.16245,1.4,33.7
2025-07-17 04:00:00,BEARISH,1.16077,1.16198,1.16137,12.1,35.0
2025-07-17 20:00:00,BULLISH,1.16063,1.16184,1.16124,12.1,32.3
2025-07-18 08:00:00,BULLISH,1.16333,1.16442,1.16387,10.8,17.6
2025-07-18 16:00:00,BEARISH,1.16306,1.16442,1.16374,13.5,24.4
2025-07-21 08:00:00,BULLISH,1.16455,1.16482,1.16469,2.7,4.1
2025-07-21 12:00:00,BULLISH,1.1655,1.16904,1.16727,35.4,51.8
2025-07-22 12:00:00,BULLISH,1.17123,1.17192,1.17158,6.9,20.6
2025-07-22 16:00:00,BULLISH,1.17288,1.17495,1.17392,20.7,26.2
2025-07-23 16:00:00,BULLISH,1.17412,1.17702,1.17557,29.0,40.1
2025-07-25 08:00:00,BEARISH,1.17385,1.17398,1.17392,1.4,24.8
2025-07-25 16:00:00,BULLISH,1.17385,1.17412,1.17398,2.8,15.2
2025-07-25 20:00:00,BULLISH,1.17495,1.17509,1.17502,1.4,4.1
2025-07-28 04:00:00,BEARISH,1.17261,1.17509,1.17385,24.8,31.7
2025-07-28 08:00:00,BEARISH,1.16673,1.17165,1.16919,49.2,61.5
2025-07-28 12:00:00,BEARISH,1.16414,1.16591,1.16503,17.6,20.4
2025-07-28 16:00:00,BEARISH,1.15982,1.1632,1.16151,33.7,41.9
2025-07-30 12:00:00,BEARISH,1.15022,1.15354,1.15188,33.2,58.3
2025-07-30 16:00:00,BEARISH,1.14377,1.14613,1.14495,23.6,48.6
2025-08-01 12:00:00,BULLISH,1.14364,1.15207,1.14786,84.3,142.5
2025-08-05 12:00:00,BULLISH,1.15647,1.15674,1.1566,2.7,22.7
2025-08-05 16:00:00,BULLISH,1.15687,1.15701,1.15694,1.3,8.0
2025-08-06 08:00:00,BULLISH,1.15915,1.16023,1.15969,10.8,28.2
2025-08-06 12:00:00,BULLISH,1.16131,1.16293,1.16212,16.2,23.0
2025-08-06 16:00:00,BULLISH,1.16401,1.16564,1.16482,16.3,35.3
2025-08-07 12:00:00,BEARISH,1.16482,1.16659,1.16571,17.7,47.5
2025-08-07 20:00:00,BULLISH,1.16482,1.16604,1.16543,12.2,48.9
2025-08-11 00:00:00,BULLISH,1.16591,1.16673,1.16632,8.2,19.0
2025-08-11 08:00:00,BEARISH,1.16482,1.16673,1.16577,19.0,16.3
2025-08-11 12:00:00,BEARISH,1.16171,1.16428,1.16299,25.7,47.3
2025-08-12 12:00:00,BULLISH,1.16266,1.16604,1.16435,33.9,48.8
2025-08-12 16:00:00,BULLISH,1.16645,1.16686,1.16666,4.1,10.9
2025-08-13 04:00:00,BULLISH,1.16891,1.16959,1.16925,6.8,12.3
2025-08-14 04:00:00,BEARISH,1.17,1.17027,1.17014,2.7,19.2
2025-08-14 12:00:00,BEARISH,1.16659,1.16713,1.16686,5.4,34.1
2025-08-15 00:00:00,BULLISH,1.16564,1.16604,1.16584,4.1,8.2
2025-08-15 04:00:00,BULLISH,1.16618,1.16754,1.16686,13.6,15.0
2025-08-15 12:00:00,BULLISH,1.16945,1.17027,1.16986,8.2,24.7
2025-08-18 08:00:00,BEARISH,1.16918,1.16973,1.16945,5.5,15.0
2025-08-19 04:00:00,BULLISH,1.16727,1.16754,1.16741,2.7,19.1
2025-08-19 16:00:00,BEARISH,1.16577,1.16673,1.16625,9.5,25.8
2025-08-20 00:00:00,BEARISH,1.16442,1.16469,1.16455,2.7,21.7
2025-08-21 12:00:00,BEARISH,1.16266,1.16293,1.16279,2.7,35.2
2025-08-22 04:00:00,BEARISH,1.16063,1.1609,1.16077,2.7,20.2
2025-08-22 12:00:00,BULLISH,1.16063,1.17178,1.16621,111.5,121.0
2025-08-25 16:00:00,BEARISH,1.16293,1.16918,1.16605,62.5,70.7
2025-08-27 00:00:00,BEARISH,1.1636,1.16374,1.16367,1.4,10.8
2025-08-27 04:00:00,BEARISH,1.16252,1.16293,1.16272,4.1,10.8
2025-08-27 08:00:00,BEARISH,1.16063,1.16158,1.1611,9.4,41.7
2025-08-27 16:00:00,BULLISH,1.16063,1.16333,1.16198,27.0,39.1
2025-08-28 08:00:00,BULLISH,1.16577,1.16632,1.16604,5.4,27.2
2025-08-29 00:00:00,BEARISH,1.16741,1.16768,1.16754,2.7,13.6
2025-08-29 12:00:00,BULLISH,1.16918,1.16973,1.16945,5.5,38.3
2025-09-01 00:00:00,BULLISH,1.17041,1.17082,1.17062,4.1,23.3
2025-09-01 04:00:00,BULLISH,1.17165,1.17192,1.17178,2.7,12.4
2025-09-01 12:00:00,BEARISH,1.17151,1.17192,1.17171,4.1,9.6
2025-09-02 08:00:00,BEARISH,1.1685,1.16918,1.16884,6.8,72.2
2025-09-05 00:00:00,BULLISH,1.16591,1.16686,1.16638,9.5,17.7
2025-09-05 08:00:00,BULLISH,1.16809,1.16822,1.16816,1.4,23.2
2025-09-05 12:00:00,BULLISH,1.17,1.17178,1.17089,17.8,46.7
2025-09-08 04:00:00,BULLISH,1.17206,1.17247,1.17226,4.1,11.0
2025-09-08 16:00:00,BULLISH,1.17592,1.17619,1.17606,2.8,16.6
2025-09-08 20:00:00,BULLISH,1.17661,1.17675,1.17668,1.4,2.8
2025-09-09 12:00:00,BEARISH,1.17343,1.17481,1.17412,13.8,22.1
2025-09-09 16:00:00,BEARISH,1.17192,1.17288,1.1724,9.6,24.7
2025-09-11 12:00:00,BULLISH,1.16986,1.17302,1.17144,31.6,43.9
2025-09-15 08:00:00,BULLISH,1.17385,1.1755,1.17467,16.6,26.2
2025-09-16 00:00:00,BULLISH,1.17758,1.17772,1.17765,1.4,12.5
2025-09-16 04:00:00,BULLISH,1.17799,1.17911,1.17855,11.1,9.7
2025-09-16 08:00:00,BULLISH,1.17938,1.1798,1.17959,4.2,20.9
2025-09-16 12:00:00,BULLISH,1.18217,1.18399,1.18308,18.2,44.8
2025-09-18 12:00:00,BEARISH,1.17966,1.1798,1.17973,1.4,60.0
2025-09-22 08:00:00,BULLISH,1.17509,1.17675,1.17592,16.6,29.1
2025-09-22 16:00:00,BULLISH,1.17911,1.17952,1.17931,4.2,26.4
2025-09-23 16:00:00,BULLISH,1.18078,1.1812,1.18099,4.2,13.9
2025-09-24 00:00:00,BEARISH,1.18078,1.1812,1.18099,4.2,16.7
2025-09-24 04:00:00,BEARISH,1.17966,1.17994,1.1798,2.8,7.0
2025-09-24 08:00:00,BEARISH,1.17606,1.17911,1.17758,30.5,40.2
2025-09-24 12:00:00,BEARISH,1.17481,1.1755,1.17516,6.9,8.3
2025-09-25 12:00:00,BEARISH,1.16863,1.17343,1.17103,48.0,70.0
2025-09-25 16:00:00,BEARISH,1.16727,1.16781,1.16754,5.5,23.1
2025-09-26 00:00:00,BULLISH,1.16727,1.16754,1.16741,2.7,9.5
2025-09-26 12:00:00,BULLISH,1.16904,1.16918,1.16911,1.4,27.3
2025-09-29 00:00:00,BULLISH,1.17096,1.1722,1.17158,12.4,20.6
2025-09-30 04:00:00,BULLISH,1.17357,1.17398,1.17378,4.1,17.9
